payment_uuid,payment_date,amount,payment_method,policy_id
3371ecd1-2fdb-418a-a793-11ac329d1f85,18-07-2023,12836,Cash,34
536fa313-2e58-4d5c-a93a-3eff097e203a,14-02-2023,1761,Debit Card,810
50a92823-8370-4b1f-901b-9cab1c5df498,31-03-2024,19346,UPI,840
7eb3db9b-f1c3-4807-8df8-306e02fd2f1b,17-10-2022,37321,Net Banking,344
e2396d16-bf62-4cc4-b797-c5a498edb698,12-10-2023,9350,UPI,441
759164e4-1706-47ab-9bdd-353a72a09e1e,28-08-2022,12850,Cash,198
0875d7ba-5f78-452e-a3d8-02739a1c011d,01-12-2022,31197,Cash,849
9503b283-044c-4ab6-9b21-bebf7ed50aba,02-07-2023,3527,UPI,440
bc44eef3-e18f-459f-b937-0fbd767a162d,19-04-2022,7315,Cash,746
8003fe7f-5c40-4ce4-8eda-7add16c4bcdd,15-06-2022,9512,Net Banking,530
283be26d-4392-4e58-bfa2-6ee6024c84cf,02-01-2021,8764,Debit Card,102
5545c67d-d7da-46eb-a771-1bcfa1738783,30-09-2024,35791,Debit Card,517
28ba803f-3d62-4699-b5da-2d1d09f63ce6,17-04-2021,6800,UPI,804
097b5be9-e274-4197-8267-afd40651a087,03-01-2024,20209,Net Banking,858
3c79b4d3-5d95-42c0-99e4-397fc374b4b0,01-01-2024,28092,Net Banking,209
45e1fab5-8bbc-4549-9abf-c4e29386499b,15-09-2022,5569,Credit Card,448
0cff3067-9739-49d9-9e75-c5dbf41317f0,31-12-2019,1565,UPI,157
243196aa-f8fc-40cb-b4d7-bc3098f5779c,15-07-2020,2363,UPI,943
b77cbf2c-c92c-459d-a4f6-30c736674042,04-08-2021,48648,UPI,392
45a5b30b-5024-442e-8d5d-a5cefc0b9ab7,17-01-2021,2239,Debit Card,465
b71f3209-98ec-4b9a-bf07-bd426b215a08,11-11-2022,32089,Net Banking,192
9fb5ee3a-a216-4456-8710-51b8238f02ae,29-11-2020,12746,Debit Card,305
4614087f-9f50-4985-afdc-f1a704cbdcc4,10-04-2023,10498,Debit Card,744
100c9b1e-d32b-4f36-a2a8-0e7841cbfde9,22-07-2023,39221,Cash,789
0b9c2e8c-6002-4d87-9d41-798228a02add,16-06-2022,13764,Credit Card,282
9d4d22a3-a32c-421e-9f16-2e7cabb9b61a,06-03-2022,5065,Debit Card,643
8773b75a-e7ab-4dcf-8deb-130b1136c79b,21-12-2020,2134,UPI,888
90227865-f676-4c72-b95f-f22254268805,24-05-2021,6068,Cash,950
84bb1b5b-bc1e-4501-9234-1d3d0e04a83f,10-04-2021,30199,Credit Card,146
b5f6566d-fba4-43f5-8a2d-8c60f65dbe20,27-07-2020,14841,Debit Card,96
863f08dc-8e69-43b9-aedd-0275dd663836,31-05-2023,4792,Net Banking,935
41b31861-9581-440f-9820-42167f1bc8b7,30-01-2023,42077,Cash,104
42357af7-a36e-46b2-8d57-9d4f4cf51281,18-04-2020,25061,Credit Card,424
f04661b6-cb0e-49ef-b9a7-201508b27ed4,28-10-2022,4605,Credit Card,216
6ccbf032-a221-4ddc-92e0-5d71ac532f9f,15-04-2021,34679,Cash,912
c0489d98-6612-40d0-aee0-b5802767e922,05-06-2021,16366,Cash,828
e85823b9-490d-4cf9-a531-9c97980b343e,19-02-2024,8894,Net Banking,11
8a586bbc-d6f2-4d8f-a787-fa7cd79fcba3,02-09-2020,45278,UPI,647
1e2ca122-2b98-4df1-83d8-c9e36262e15f,20-02-2022,30726,Credit Card,121
7a8d0837-d4a7-4e40-81fc-31ba22ee1c8a,17-06-2024,48820,Net Banking,496
4550c6fe-cbea-4d5a-bece-c4c7640c67ce,19-08-2023,49751,UPI,560
a57841b0-04e8-4c2e-a9e7-a3b7fb943012,12-06-2020,1246,UPI,760
2109c0ea-ba30-4a4c-9c97-11eb8d770ef1,01-04-2022,13471,Credit Card,198
f293685e-5867-4d73-a8fb-49d33ef84b49,07-05-2021,30699,UPI,24
e1162560-c5b1-480a-a76a-787ed37c86ab,27-12-2019,26382,Debit Card,222
af399733-086a-4811-8468-cbf4502700a7,10-09-2021,43477,Credit Card,921
98ef4b25-95f5-4fd4-8c37-2eb5efc470f6,05-07-2022,11631,Net Banking,142
a1ca7e18-a8b5-4a27-957e-0ad66bd76406,08-09-2023,11768,Debit Card,275
8678279f-8d9c-4168-a1fc-951b9081fa53,17-01-2024,14410,Debit Card,977
37f65db0-92ba-4303-859b-7e3c5515ca72,17-08-2023,5507,UPI,668
6b5f55e1-1191-4d5b-b243-9fbd7065afc7,04-09-2021,15422,Cash,447
c41f4035-0ff7-44e8-95f7-2655e49a7517,28-10-2020,26120,Cash,945
d7005c79-5b70-4e7e-a42e-276eb0501ab7,22-04-2021,10460,Debit Card,203
6936bc26-daa7-4e89-9fd3-8735d85a2b06,16-12-2021,34666,Net Banking,985
58ea1169-0d5d-4645-898d-05b0b07b3dd8,26-03-2020,20248,UPI,813
c7e57e0e-7a57-4fba-978e-c6d8373cec39,08-04-2022,38556,Net Banking,170
97cc7957-4abb-45a0-a4d8-36ba0b233f5a,21-11-2021,39911,Cash,444
1c378a77-e7ab-4ff5-8687-352f58340aea,15-03-2024,44260,Cash,611
ef79cfdf-afb9-484c-9746-b91847df7c46,23-01-2023,37607,Net Banking,638
6727e058-ac26-4d5d-b098-da65de32a27a,13-08-2021,6270,Cash,440
f56d76c5-20e6-4ff5-86f1-d4a35567f274,29-12-2022,10786,Net Banking,383
33faac43-447e-41f7-a05c-e981db72948c,18-01-2021,44997,Credit Card,461
42b6b3bc-a5ce-42b7-914b-e3e95139e3da,01-10-2021,9195,Credit Card,982
39d7f933-794c-4066-8f6e-99a1e99529f6,19-05-2020,26056,UPI,420
1ea24c36-b3e5-42ac-b000-7edbb4d00668,22-12-2023,15380,UPI,361
ba5d7373-4d13-41d0-ace7-a91c0c03c1be,04-09-2022,20517,Credit Card,185
69b27b0a-c925-4042-b60b-96aabdc4b153,16-10-2022,40643,Cash,810
0fa8c207-aed1-4c18-a8a9-8ddd39399514,16-07-2021,10110,Debit Card,75
3572b125-027b-4b25-895d-1680ea91af33,28-08-2021,11544,Net Banking,381
ced4f65f-f509-4ca9-b15b-025ad66675cf,10-10-2023,8107,Net Banking,126
8e8ddb2d-ccb2-4949-983a-92df296f761b,03-07-2021,1472,Credit Card,735
2bffbd65-90e4-42ba-b1f6-a7046e4848e5,02-05-2022,17115,Cash,582
a805a477-6a25-40c3-b21c-c897d275e513,30-11-2023,39967,Debit Card,576
8401288d-8727-4efe-b2fd-ff294ba618c9,13-10-2023,4246,Net Banking,617
c883fed4-a238-4234-a91b-d8bbfd77d68b,23-06-2023,11397,Debit Card,106
f8d61222-c4f6-49c2-9483-cea60cce4677,27-08-2021,28487,UPI,969
d9084ebd-13ff-4496-8983-f53c2cdea2aa,01-05-2020,44285,Credit Card,588
f9d67606-578d-4942-901b-38fda01dfafa,01-07-2023,44741,Cash,699
b1793a49-d51c-4f42-a0f8-a788ed8528e5,12-07-2022,38054,Net Banking,833
fcba99ec-bb8b-4a42-982f-ce2f2d9d0139,13-05-2024,16686,Debit Card,51
87837c32-b0ff-4eed-9190-cbab375671f3,31-10-2022,40334,Cash,48
93f81215-ca0b-4cd4-9ad3-290d1903a704,19-02-2024,49523,Cash,123
879d0595-facc-41bb-82db-0820ad5a6d79,06-01-2021,7081,Debit Card,616
34242a94-ad02-4111-bbb4-4a45e3baeb05,31-08-2023,17017,Cash,243
27006c58-98e7-4455-8424-1fcd24e1b6d5,21-06-2023,29244,Net Banking,19
3b52952f-abbc-46b2-ab0a-752a63597df6,31-10-2022,32540,UPI,5
0f007a10-c41d-45fb-ad60-e358e0d1d776,10-05-2022,45671,Net Banking,135
057120e9-40d0-41ad-9219-b3d88bd5d40f,08-02-2023,42241,Cash,38
ce2b779d-a90b-4116-a3e0-21a251f5532f,17-10-2024,44896,UPI,41
962b3ee1-9913-4f3d-af7e-a212047d2564,18-05-2020,17532,Credit Card,72
847be072-26b9-4ebe-9c11-50ad46a8beca,27-09-2022,24025,Cash,741
25eb8f54-fd58-4557-ab79-a4feda248e66,07-07-2024,15749,Net Banking,772
3665ba7c-4083-4dad-ae0c-7b66b75d30a9,25-08-2024,17945,Credit Card,570
c8017e54-fad1-474b-ac58-7f829054e5f0,19-12-2023,38956,Cash,628
2ec9aff2-ff18-43a0-9fc5-df93ac8bbd49,31-08-2021,3307,Net Banking,714
855fddc0-edf9-4f01-ba26-b3d152639ac3,17-01-2020,49214,Cash,870
956f23e1-52a1-4676-a562-27c881851160,19-11-2021,32414,Credit Card,864
cdff5f34-dad6-4f03-9688-a5eca08e81b6,26-12-2023,19321,UPI,106
2b08071b-f6e0-4890-988c-835033d3eec3,22-02-2024,2435,Credit Card,846
defa0540-5133-4033-85cf-ebd102d8078a,13-07-2022,1509,Credit Card,331
e8d68766-ecb5-417b-90cc-1ccbf471358f,15-04-2024,43208,Cash,232
5cf15eaa-38aa-4469-aec6-e0327dca2ca1,04-09-2020,9339,Debit Card,742
f2764b6f-7b2e-45c6-934f-9d8b02009770,31-01-2022,45212,Net Banking,836
6fe20e88-c3fc-4b0f-ba1d-d2e9897fed96,16-06-2022,45241,Credit Card,957
99f664d8-afc3-4ecf-aa45-88e52ceb21c5,18-11-2020,34724,Credit Card,266
63b0859e-5c32-4cdf-b4fa-b9a219d73429,15-08-2024,44283,Credit Card,114
7f25fb0e-9270-49c2-be11-631bc19736b5,05-04-2024,3352,Net Banking,77
94c912aa-7444-4a12-8177-691bce0e620d,01-07-2021,13923,UPI,811
2a636144-0ecf-438b-9dda-f6a7f4c030bc,11-04-2023,40812,Net Banking,716
0050b7ed-0d2c-40b3-928c-13f6269566da,30-04-2024,9347,Debit Card,598
b979a09d-18a9-4076-9676-f045a11253f0,12-10-2023,23574,Debit Card,327
720644d3-e19f-46d4-9a25-2942da59a1c0,16-04-2023,43233,UPI,910
4764faf4-35bc-4e2a-a648-97634d96ddd8,10-10-2020,42658,Cash,653
26d666b0-49b9-4faa-87b1-d30be90f5316,25-12-2019,22892,Credit Card,535
f85e2abe-4259-4094-9ccf-281decddd156,19-09-2023,26852,UPI,490
2ec71e03-3ba4-4f3f-ada5-f8e24a320a8d,20-06-2022,33402,Net Banking,330
8ecfcca3-f045-4f33-be2a-057b14108f01,02-01-2020,38860,Cash,232
655de4f4-3329-448c-b627-0f83d92d334d,01-07-2022,5498,Net Banking,729
b2b4106c-32a9-4577-a2cf-51d51a5ed4de,03-03-2023,5057,UPI,856
d99d270a-fd52-4d07-b78f-b09b8c39419a,21-06-2020,43771,Debit Card,712
c9cc7a78-08e2-44cd-b8a2-57df446e72ab,24-08-2020,4823,Cash,62
253eb0b8-7f40-46f8-a0f0-481ea33d1e14,03-10-2022,11411,Debit Card,480
b405bbd5-b9c0-488a-8cd7-f2525c8e0cab,21-10-2022,41107,Debit Card,500
ce6dff72-15e3-4af1-9c1a-932d1767d867,24-11-2022,6122,Debit Card,834
1c738bee-7020-4495-b75d-254a95ac9ef3,16-08-2020,29936,UPI,527
fad02bee-9f37-4eda-9d01-979089831448,03-03-2020,43064,Net Banking,726
9a960b94-df5b-420e-a60d-245d5086f1ef,01-01-2024,23247,Debit Card,869
623361ed-ba12-4c9b-88e5-b8533360bc47,07-05-2022,25721,Debit Card,225
968743e2-c01e-4c94-9a9d-72775f3859f7,09-06-2024,45918,Cash,999
1f8b9fc9-f206-4cd4-a863-47ab467c75a5,04-11-2020,23169,UPI,526
ff73a667-2a3d-4a5f-92df-ef0aa72c5950,02-08-2024,10948,Cash,193
eaf3da65-8eb8-447f-be43-a963f8ef7739,27-03-2024,4363,Cash,169
31c13862-d055-4696-a226-55df0bb4abea,21-03-2023,34627,UPI,664
c430d44a-707b-4098-ac1b-a32f0fa2250e,17-01-2023,6001,Cash,898
6baaba98-2420-4da0-9af6-f65db129d0a0,09-09-2020,6252,Credit Card,247
b4da8dc0-8964-4de3-8c9e-dad2bbb3a7cd,15-07-2020,1813,Cash,192
11f2de0a-7338-40ef-b471-0112ef3e3a93,20-12-2022,14071,Cash,678
04e72ff9-05e2-4232-89ce-7d3fb7531dbf,09-07-2024,27013,Net Banking,272
43ab78fc-78d7-41cf-a793-c9035387d65c,16-04-2024,6798,UPI,87
dffa7076-19fb-4bd5-bb73-a2cc3d8f7a7e,14-01-2020,18367,Debit Card,155
f123d8e3-f4cb-4065-b43f-81656b5dd641,07-05-2020,20449,Cash,521
842f3aed-0f43-4c05-bc8a-a1cd99e03a37,15-12-2023,17353,Cash,280
dc7c8e08-84c6-4597-a813-724b4a05ac6b,31-05-2020,19119,Credit Card,665
8c8910cd-3a5e-4b47-ae79-6620350fab10,30-01-2024,19744,Cash,199
8e7217fc-1436-4c8d-afa2-4f4cfd6fc75d,13-07-2023,15406,Cash,181
e09fa407-5136-4e2e-938f-3b741f0e6a0d,15-11-2020,30108,UPI,623
fa83da9c-ff8a-4d01-8cf4-bc235ec04b82,07-09-2023,25187,Cash,112
5a3700e8-999b-41d0-8fc5-a7a4efdc6d5c,14-11-2019,34377,Debit Card,982
551ad5c5-43a9-49f8-87fe-8177bb7d6b4c,23-06-2020,6443,Credit Card,55
5c176e0d-bca4-4ea4-a307-345911c0caad,21-05-2021,44858,UPI,273
7271f959-533c-4479-a702-2d35a6a7066c,01-05-2023,12700,UPI,104
ba45d926-d818-4b9d-9f89-cb63b2126f59,12-02-2024,14498,UPI,717
e8936757-893f-4e15-9902-ea98455d2284,15-08-2021,36075,Cash,403
00b082c1-6a40-4d6a-90a4-9b2a74f67198,18-10-2020,5964,Net Banking,508
4532e64a-18e3-4ded-a574-b29bc764150a,31-10-2022,11080,Debit Card,356
eccbda81-09d5-42d2-b1d7-2605f38570a2,04-04-2023,32208,UPI,295
cc82d68c-793e-4fc3-9de7-fba689c61f92,28-03-2021,36960,Credit Card,190
2a9862e6-8d9e-4ef8-a6e4-1f5ea19d3178,08-01-2022,25659,UPI,489
8ae96f02-9f8a-4304-9d49-c021239630a1,21-05-2021,37215,Debit Card,175
a943d58f-9e64-4444-b2f4-884cad1b5742,25-04-2020,16441,Credit Card,171
abe3d5a2-de5d-4fcd-a7b6-1f89dee7cd78,14-02-2023,10180,Cash,146
29c074fb-4052-4735-aa0b-619eee403714,19-03-2020,48150,Cash,439
9a68eedb-f68d-410a-90e8-7d61c528b283,26-12-2022,17369,Debit Card,998
47a4df85-9eed-4d4c-8222-c8495a0cb7c8,22-05-2020,13928,Credit Card,175
6d3fe330-5efb-4370-a84b-06adc845b5e0,15-08-2020,34281,Credit Card,609
01551d27-d672-41c4-bf7c-5af79792fced,28-03-2023,18255,Cash,598
712abe8b-8a01-41d8-8b55-b2a125357bfe,24-11-2023,1049,Debit Card,484
3175df36-9b1c-4f83-9328-ff63f2d7e2fd,10-05-2023,6360,Credit Card,581
96446af5-0d05-4467-b53b-e2e20ba7f8b5,22-11-2019,34322,Net Banking,856
1e17fa26-026f-4fd1-a542-6b1cab2ac91e,21-09-2022,12186,UPI,172
d82813ba-fd6e-4c52-bb00-32fea7f95afd,23-01-2022,37995,Credit Card,103
a2c968eb-bcde-4218-938b-18ec59a202e6,25-11-2021,15926,Net Banking,464
207fefca-f2ea-49b1-996a-23988d8f35b3,22-08-2022,25042,Net Banking,559
43e44649-a7b0-4421-928e-42fe0f4c65fb,04-02-2021,13610,Cash,260
a3754493-d252-487d-af7b-bc9603d176ce,02-04-2023,18850,Credit Card,848
e5ee0265-5ea9-4984-8595-5a38bfef9ccd,30-06-2024,18279,Net Banking,913
e1a22b27-4909-4a30-93c5-2279d1a5914d,13-11-2020,26374,UPI,496
edc7dc9b-5748-4e72-87b9-dd57b68d3040,16-05-2020,6525,UPI,746
22b1e38a-9ad3-466b-aa29-0b826a25b655,01-05-2022,32350,Debit Card,421
f1df3cf7-2792-4d1f-9ec6-f5a707a1e217,11-08-2023,42957,Debit Card,366
29ad1ede-257b-405d-859e-4a10a3fd3392,06-07-2020,25394,Debit Card,592
53a6f394-1079-47ce-9b57-8aba8b011f58,02-10-2024,37310,Cash,369
11f01c32-e3a4-4b26-a983-3ba8015fdbda,24-10-2019,11109,Credit Card,199
427dbf90-72a4-4304-b4ab-35ab9b52e451,30-11-2020,46112,Cash,655
20d44012-5b5f-47dc-aca9-02406656ead6,27-11-2021,6289,Net Banking,899
6a3f1c54-8a1b-4647-991e-e672149e8a52,10-04-2021,31718,UPI,921
a375d8a6-94cc-4b3d-b511-5b0f04f58640,10-01-2024,45707,UPI,180
fdabf367-386c-4740-af9e-faa62c8a7638,12-09-2020,14000,Net Banking,910
b9c66437-32cb-46f2-8e06-c6cbfae4be08,28-01-2020,17229,UPI,428
93fade80-1bba-4c54-9473-f25adb9ddd20,01-11-2023,47318,Net Banking,317
8bcfd323-9804-4c1d-b517-899fe99f5491,24-11-2021,10338,UPI,533
ae050127-62d2-4139-8e0a-a34ec888a3e4,15-11-2020,35390,UPI,126
544bb97a-acc9-467c-ad1c-7eef7a2b4d99,11-09-2022,22240,Cash,581
7dcbc30f-e406-47b5-a1f1-c405d7eeb589,24-08-2023,48440,Net Banking,296
fc440605-0aa8-4955-a446-94f12147e171,29-11-2022,6399,Credit Card,511
fe9f3f17-0e50-4337-80ce-0d6b42fc8a57,29-12-2020,46434,Debit Card,478
5c8646f4-1e61-476b-9ff1-e30b6eb27b65,29-10-2020,34365,UPI,990
0743e52d-3190-4173-abce-13eedbff2470,05-05-2021,15199,UPI,681
9a6b136e-ed6d-40fe-b97f-d156b36b8434,04-11-2021,8968,Cash,296
0a03bb23-515d-484d-bf2a-4c49a50589db,09-02-2020,4166,Net Banking,16
28e1956b-00bc-46d6-924a-083a0801908b,12-07-2021,23239,Debit Card,290
97f726ab-4da9-4778-8107-7e016fd2141f,07-05-2022,41448,Credit Card,55
59ec5b03-ff35-4baa-819c-c01158d791d2,17-02-2024,24930,Credit Card,441
8d7c030a-8c67-4b44-90fa-149612530aef,06-08-2024,18261,Credit Card,52
a9455d4d-d52f-4e0d-9889-06cc948c2090,28-04-2020,13320,Net Banking,900
0f0ec748-eb51-4920-8fb7-ac45328ef506,25-07-2022,14880,UPI,682
5b3d66fd-9436-4c7a-a068-71b0af6aacd8,15-04-2023,47968,UPI,159
1caafa5e-1fb1-490e-856a-9cafd6b863c8,09-12-2021,47731,Net Banking,147
3c36f52c-070b-46b0-8227-bc5782335aec,16-07-2021,49800,Debit Card,443
49ad8016-8dff-4ff5-92f9-63fc1a2c856c,30-06-2020,29676,Credit Card,298
5c9620f9-71b6-41b6-9e8e-ebc8cc9a3bdc,27-07-2023,11724,Cash,956
e9aefc48-a6cd-4712-a26b-951aa55f1c5a,21-12-2020,18377,Cash,433
eafe6b68-9f36-4297-b86b-f0041f222298,21-06-2020,20557,Credit Card,915
dc7958c4-54b5-4e7d-89b1-2ea7adef1469,16-04-2020,13802,Net Banking,612
82b05cb3-670a-4a5a-b108-73960aef21f0,08-03-2022,16226,UPI,447
44880523-7b5d-43bc-9b1d-0c7b8eaf3ca1,01-03-2023,34267,Net Banking,824
56c2cb10-304a-41f5-b76a-325626e73475,01-08-2021,29330,Debit Card,257
d62b18bb-3bf0-43bf-8f39-986c0c36730f,15-05-2020,7649,UPI,205
6e59600d-10ae-4373-897f-90a9474dfbde,29-05-2020,15752,Credit Card,305
0659592d-7a3a-4b9a-af7b-612175f2c517,08-04-2024,28767,Cash,559
7f7448b0-a484-4a7d-b69d-9fee0ce909af,02-02-2023,9985,Cash,99
a128289c-2cbf-4458-8291-2d38fd4f0b28,03-09-2023,7792,Cash,711
d0d285f3-4d38-4297-9ee4-b372e780dabc,10-12-2019,16350,Net Banking,480
98c28d55-fff0-4ddd-bec9-ad92ff52170f,15-05-2020,18356,Cash,431
ca77f42b-a38b-4e93-869c-33a6cd0a78c4,14-08-2024,48111,Cash,29
c63b6464-73d2-48dd-96cd-83ac66fb4aaf,16-05-2024,45715,Credit Card,981
58668d96-506d-4767-b46d-bc623eb59b7e,05-01-2024,38572,Credit Card,774
db14bc15-ca27-478a-bb2a-3e9d25156dba,07-05-2024,7889,Net Banking,806
6eb2482e-c5be-49ca-b0f9-754b707f0765,01-08-2021,12890,UPI,383
d8be8b81-bc3c-4fe9-9f07-cbec2051b04f,11-10-2022,7236,UPI,922
ad2468d0-fad0-4c23-ba70-50103f4a729b,22-12-2019,28713,Net Banking,55
1cd6b05c-8fd5-4532-819a-02c5c23bc8db,09-07-2022,38011,Cash,129
0205c6c5-512c-4c85-9dfb-81c7f6210a3b,12-05-2022,20744,Credit Card,474
247de674-5470-483c-be36-00568ca31a68,25-04-2022,40567,UPI,472
db136bc5-947d-4504-864b-606c8ed589d0,17-11-2022,42121,Credit Card,57
db141b1a-7669-42e8-a2b9-3854daecaf99,31-05-2021,14239,Credit Card,342
1806f947-7bdd-4cdc-8245-96b599ef6f3c,24-09-2020,30123,Net Banking,580
4a9aac10-e238-4d9c-8ed8-e747d88a392b,16-06-2024,24592,Net Banking,886
84b65389-9602-408e-a8c1-7e21c949ad1f,16-09-2020,3982,UPI,691
e5060f93-31bd-44af-98d6-898c5f8fdf94,10-09-2021,26030,Credit Card,719
2cd18d49-fea7-4970-b391-513cd6c736cc,11-08-2020,11048,Debit Card,576
3490611d-2b21-4b55-8238-8511ba7a1b5d,24-01-2021,37281,Cash,140
08e29365-3d46-40eb-832f-64f3c93db9d4,09-11-2022,11954,Debit Card,309
4ee21392-6cda-4057-95e2-2af4dfb03cc1,16-04-2022,31784,Credit Card,825
8054d178-fcac-455c-b003-96d7ff3901c9,29-07-2023,24763,Debit Card,118
d4287f53-72e0-44b0-bbee-cad84226a7cd,01-11-2019,4290,Debit Card,619
c3240509-8b0b-4efe-bf3e-fd3684a0d9df,17-09-2024,44115,UPI,100
bae0edd8-17e1-4dfd-a744-cc1ca852d129,26-09-2024,13113,Credit Card,486
f2a857b5-54aa-4b19-b9b5-fc369ccf1b07,20-01-2024,2208,UPI,455
8a162242-d1db-471c-b1cb-819fb35c8590,11-06-2021,20145,Credit Card,308
9ad6b520-e51b-4f04-869f-4d6c086b60c2,24-12-2021,20823,Debit Card,840
9ca97c9e-2d58-4820-b2ad-24973b9aca31,06-09-2020,12511,UPI,267
8c17a3fe-01e1-46cb-afd3-b6b3520b8688,23-10-2021,41263,Cash,880
4f5dcdcd-153a-4f4a-8b98-01ac0df099ef,05-11-2022,33250,Credit Card,443
ff914f17-a7b7-44da-a550-78cad6bbc941,26-12-2019,8166,Credit Card,190
8e4b777c-f687-409b-8e2c-c9044f7e0abc,17-09-2022,7943,Debit Card,175
43a04ab9-93a8-4fd9-82cd-2a836c2eef82,03-03-2022,26064,UPI,206
fefa1ffd-2fc9-4d05-906f-141319c3c794,09-11-2019,24332,Net Banking,297
24bf1b3c-6396-462e-978f-9e133fd8269f,17-08-2023,33709,UPI,505
59a031a7-61df-438d-b890-463009725406,22-04-2023,19000,Net Banking,401
0167b259-64a7-4e39-b408-bf07f940b922,18-12-2021,19905,Credit Card,476
6575c4c2-9973-4771-ab54-657849867b79,28-11-2023,21428,Cash,152
33edc7ab-31bf-47ae-b7f6-465af6ed0306,25-09-2020,2371,Cash,124
aedf5401-693d-4651-b871-3d87277b19da,15-07-2024,28646,Credit Card,595
b759d24d-cfe2-473d-91c6-bedf2142f82a,27-01-2023,15835,UPI,456
9b502a21-0c57-4310-8f84-eaa535b2920a,27-11-2020,3089,Net Banking,986
a0551e9a-a25b-416c-931d-2fe6079ffff6,18-10-2024,7826,Cash,284
5572407e-fc27-4512-8fcb-3232f4f8e27f,05-02-2022,1447,Debit Card,367
7a4a5d10-8dad-4553-b045-f9a1f4c75ee1,08-06-2021,25531,UPI,216
11b7c28b-8c38-41a2-ba8f-d6effe87bd08,13-04-2023,18093,UPI,400
f8f7c696-b52e-4fcb-8c25-28ff64be8982,19-06-2024,26139,Debit Card,672
0f8e7dac-17dc-47f7-89db-c9b6f794844d,28-09-2020,8419,UPI,348
f083bc4a-9e8d-4aac-9f02-fa0502303325,31-05-2021,23515,Debit Card,286
bfe2dff1-4359-44f1-b704-3c4b1206b7b6,20-07-2020,39463,Net Banking,946
c6e7ca97-112d-4b9e-91e2-d2218797e970,26-04-2022,20303,Cash,386
ceb323a7-16d5-4287-b606-e44d6edcb864,20-08-2022,48165,UPI,675
8da9c08a-cac4-4cfc-a92c-bd8a67977d0d,16-10-2021,9838,UPI,795
3aa48ceb-77e1-445d-b478-0fbac9d91cb2,13-03-2022,33286,Net Banking,133
70facff8-79ad-4b19-889f-ee164cccafed,03-07-2024,35191,UPI,979
a3ec717c-b97d-4931-81d5-936b81ae42a5,15-11-2019,29456,UPI,633
3c7e0d4e-9741-4e22-ba06-e9723b6f6385,15-10-2023,41664,Credit Card,47
54389293-ca7a-4ed8-8348-25101ae0f660,09-12-2020,2447,Debit Card,238
4b649b46-dd59-4905-b10a-213dacd600ef,30-12-2019,5730,Credit Card,512
b10ac0c6-95b2-4b68-940e-b19569e6c8cd,21-07-2023,46777,Cash,332
a190bab7-fe8f-4373-b127-bed2c637adb9,29-04-2024,38236,Debit Card,108
626b93d3-732f-49f6-9e02-ec594b061da8,06-12-2021,45090,Debit Card,746
e76c5f2f-79f3-478e-a6f5-948f5c7fe8dd,02-10-2022,44731,Cash,945
274405c7-6070-4fa2-8550-076c9c95cddb,17-03-2024,4154,UPI,257
8b95f3e5-cd7e-4bd5-9366-1bcb85361f46,27-02-2022,6609,Credit Card,453
b27338ed-6400-4157-a285-90f6595a5838,08-08-2022,38404,UPI,647
f16b549d-a37f-4d07-9e6b-48539d663955,11-05-2024,42193,Debit Card,329
b657ff14-22d4-4341-9eb3-69865a651e61,14-05-2022,6275,Cash,387
e24ff4d2-987c-4dfc-ab42-f49d6fb37292,06-04-2020,7528,UPI,570
0d21151a-54fd-44c3-9af5-f9c3cb75bf20,22-04-2021,10787,Net Banking,503
d85ec354-f6e4-46e0-be5f-b81e049e6a24,04-12-2020,22438,Net Banking,231
9088689a-2f49-4dff-a89e-5b218d422fe1,06-03-2021,10858,Debit Card,445
cf3c8a87-90a4-49f0-bbc3-a2dd09acf4bd,29-07-2023,40878,Debit Card,89
22d7de5e-6eaf-4eea-95be-9d103184c012,01-12-2023,29523,Credit Card,209
30f69981-dc37-407a-b33b-8ecda4ed8cd5,10-01-2023,2629,Debit Card,915
1e6dfcf6-ee15-4203-b666-a4513cd4cc79,07-11-2019,1257,Cash,582
de292460-1ae0-49ba-ade5-815ae4fb6d2e,26-11-2020,27782,Credit Card,349
e915d2d0-3837-4711-ac2e-58c8e9040b7c,13-08-2020,10080,UPI,509
efaf31dd-f6c6-4560-a2ba-881d8646c0e6,07-07-2024,10317,Debit Card,585
f4eaf4f7-8237-4e21-a029-b46aeb5d4b17,06-04-2020,41551,UPI,361
a08aa825-fc38-4a89-893e-2f8a61c31a3f,28-05-2023,18468,UPI,874
cb2559f2-498f-4ce3-a362-6253e700e72c,29-06-2023,7756,Credit Card,450
d82ebcde-0bdf-46cf-9061-66606410fee9,05-12-2023,21948,Cash,895
db66b3f3-17a3-43c2-b5c2-1855611bcddb,17-11-2020,4473,Credit Card,131
dca62d6a-9b76-47d3-bc98-a3cfe414c36c,29-08-2022,39337,Net Banking,104
bd190f32-ee51-468b-b360-0e5ae1e70c8e,22-04-2021,6778,Debit Card,53
bf7e2aa5-ace6-47e5-bd2b-849144446347,15-08-2023,30473,Net Banking,24
5fc057b4-4c8a-4974-9f7c-42366aaa11e3,08-06-2021,11977,Net Banking,945
70cb2e92-f15e-49ad-b8c2-84156b470b94,20-03-2022,41579,Cash,721
41b584a5-aa99-400e-b0d0-5acd2e53eb67,19-12-2021,18537,Debit Card,992
169f37fe-0c2d-4f42-9454-8bd7da454780,08-02-2022,15115,UPI,590
